section_one,section_two,label
""" Tony 's not feeling well , "" Spurs coach Gregg Popovich said .","We 're thrilled to be up 3-2 , ' ' Coach Gregg Popovich said Wednesday .",0
Officials with the rebel group Liberians United for Reconciliation and Democracy could not be reached for comment Saturday .,"The main rebel force , the Liberians United for Reconciliation and Democracy , fears a peacekeeping force could bolster Taylor .",0
""" These are defining moments for players and organizations , "" Anaheim coach Mike Babcock said .",""" There are defining moments for players and organizations where you are measured .",0
"He led Philippine police to a tonne of TNT that officials say was intended for planned attacks in Singapore on Western targets , including US and Australian diplomatic posts .","He led Philippine police to a ton of TNT officials say was intended for attacks on Western targets in Singapore , including the US Embassy .",0
Defense lawyers had said a change of venue was needed because massive pretrial publicity had tainted the jury pool against their client .,Defense lawyers had requested a change of venue for two reasons : They argued that massive pretrial publicity had tainted the jury pool against their client .,0
Dowdell was transported to Boston Medical Center with nonlife-threatening injuries .,Both were taken to Boston Medical Center .,0
"He was sentenced in June to more than seven years in prison for securities fraud , perjury and other crimes .",He was sentenced to more than seven years in prison after pleading guilty to charges including securities fraud .,0
"The woman felt threatened and reported the incident to police , and around 2 : 30 p.m. Stackhouse was arrested .","The woman felt threatened and went to the magistrate 's office , police said .",0
Maurice Greene advanced to the semifinals of the 100-meter dash at the World Track and Field Championships .,Rogge was a witness to Drummond 's tantrums Sunday at the World Track and Field Championships .,0
"Claudette , the first hurricane of the Atlantic storm season , hit the mid-Texas coast July 15 with 85-mph wind .","Claudette , the first hurricane of the Atlantic storm season , hit the mid-Texas coast July 15 , classified as a Category 1 hurricane with maximum sustained winds of 85 mph .",0
He was revived but was pronounced dead at Virginia Medical Center in Arlington .,He was declared dead on arrival at Virginia Hospital Center in Arlington at 9 : 13 a.m.,0
"Shares of LendingTree rose $ 6.21 , or 42 percent , to $ 20.90 after hitting $ 21.36 earlier .","LendingTree shares rose 43 percent , or $ 6.31 , to $ 21 , more than doubling in the last two months .",0
"In May 2002 , Malikah Alkebulan and Deirdre Small filed a federal lawsuit in Brooklyn for more than $ 20 million in damages after the MTA objected to their headdresses .","In May , Alkebulan and Deirdre Small filed a federal lawsuit in Brooklyn that seeks more than $ 20 million in damages , Hart said .",0
"Dunlap won both the swimsuit competition and the talent portion of the competition , singing "" If I Could . ""","She won the talent portion singing "" If I Could "" and also won in evening wear .",0
"Shares of Berkeley , California-based Xoma dropped 89 cents , or 16 percent , to $ 4.60 in Instinet trading .","Shares in Berkeley-based Xoma lost 77 cents , or 14 percent , to close at $ 4.72 each in trading on the Nasdaq Stock Market .",0
"Freddie Mac shares fell $ 1.49 , to $ 50.01 , on the New York Stock Exchange after official acknowledgment of the criminal investigation .","Freddie Mac shares fell $ 1.50 on Wednesday , to close at $ 50 on the New York Stock Exchange .",0
He was arrested Tuesday night at a northwest Atlanta tire shop after a national manhunt .,"He was arrested in Atlanta , Georgia , on Monday night by police acting on a tip-off .",0
I loved the Brazilian music I played .,""" I 've played Brazilian music , but I 'm not Brazilian .",0
"Bob Schindler : That 's correct , and the strategy behind that is , we wanted to kind of smoke him out , to see where he was coming from .",""" We wanted to kind of smoke him out , to see where he was coming from , "" said Robert Schindler .",0
"Judge Philpot told Dica : "" There is no evidence of your remorse .","A judge branded Mohammed Dica 's behaviour "" despicable "" and added : "" There is no evidence of your remorse . """,0
"Earlier Friday , Taiwan reported 55 new cases but no new deaths .","Yesterday , Taiwan reported 65 new cases , its biggest one-day increase yet .",0
"As they wound through police barricades to the funeral home , many chanted "" Celia , Celia "" and sang snippets of her songs .","As they wound through police barricades to the funeral home , many chanted "" Celia , Celia . """,0
"In 2001 , 8.4 per cent of six-year-olds and 15 per cent of 15-year-olds were obese .",One in seven 15-year-olds and nearly one in 10 six-year-olds are obese .,0
"Most of the alleged spammers engaged in fraudulent or deceptive practices , said Brad Smith , Microsoft 's senior VP and general counsel .",""" Spam knows no borders , "" said Brad Smith , Microsoft 's senior vice-president and general counsel .",0
Companies that fall under that definition are subject to much less stringent regulation .,"Phone companies , which have argued that DSL should be subject to less regulation , had mixed reaction .",0
"Police arrested a "" potential suspect "" Monday in the abduction of a 9-year-old who was found safe after two days , the police chief said .","Police have arrested a "" potential suspect "" in the abduction of 9-year-old Jennette Tamayo , San Jose Police Chief William Lansdowne said Monday .",0
"The 2000 Democratic platform supported "" the full inclusion of gay and lesbian families in the life of the nation . ""","The Democrat 's 2000 platform didn 't explicitly support gay marriages but backed "" the full inclusion of gay and lesbian families into the life of the nation . """,0
He has a preliminary hearing Thursday to determine whether he 'll stand trial .,The question is whether there will be a hearing to determine if Bryant will stand trial .,0
"Following California 's lead , several states and the federal government passed similar or stricter bans .",Several states and the federal government later passed similar or more strict bans .,0
Both papers are being published today in the New England Journal of Medicine .,The study appears today in the New England Journal of Medicine .,0
Both Estrada and Honasan have denied any involvement in the failed military rebellion .,Mr Estrada has denied any involvement in the plot .,0
"Australia 's view on Zimbabwe "" will not be changing , irrespective of the views of other countries , "" he said .","Before the commitee was formed , Mr Howard was defiant , saying Australia 's view on Zimbabwe "" will not be changing , irrespective of the views of other countries "" .",0
Advertising revenue at the FT newspaper was down 18 percent in the first half and circulation was down 5 percent .,Advertising revenue at the Financial Times was down about 18 percent in the first half and recent months have seen little improvement .,0
The announcements were made at the International Broadcasting Convention ( IBC ) in Amsterdam .,"The submission was on Monday , but the announcement was made Friday at the International Broadcasting Convention in Amsterdam .",0
"The technology-laced Nasdaq Composite Index .IXIC lost 4.95 points , or 0.33 percent , at 1,486.14 .",The more broadly based Nasdaq Telecommunications Index rose 0.7 percent .,0
"Indeed , Mr. Weill , a self-described workaholic , said he planned to remain very involved in the company .","Still , Mr. Weill will remain very much a power at the company .",0
"The agreement between architect Daniel Libeskind and representatives of developer Larry Silverstein gives architect David Childs the lead role in developing the "" Freedom Tower . ""","The collaboration gives architect David Childs , who has done extensive work with Silverstein , the lead role in developing the tower , which is to be the world 's tallest .",0
"Mahmud controlled access to Saddam for everyone but immediate family members , Pentagon officials said .",Mahmud controlled access to Saddam and was frequently at his side .,0
"Mike Austreng , editor of the weekly Cold Spring Record , said he saw one wounded student taken from the school by helicopter .","Mike Austreng , the editor of the weekly Cold Spring Record , said he saw one wounded person airlifted from the school and another taken away by ambulance .",0
"The technology-laced Nasdaq Composite Index .IXIC gained 21.35 points , or 1.33 percent , to 1,624.91 .","The tech-laced Nasdaq Composite Index .IXIC eased 5.16 points , or 0.32 percent , at 1,590.75 , breaking a six-day string of gains .",0
"For the year , Marvell expects revenue of $ 760 million to $ 790 million .","Marvell Technology also reported revenue of $ 168.3 million , exceeding the First Call estimate of $ 162.6 million .",0
The European Union banned the import of genetically modified food in 1998 ; the United States is now demanding that the EU end its ban .,The union banned the import of genetically modified food in 1998 after many consumers feared health risks .,0
"The Nasdaq composite index dropped 33.90 , or 2.1 percent , to 1,610.82 , having risen 1.1 percent last week .","The Nasdaq composite index rose 16.74 , or 1 percent , to 1,650.75 .",0
"Elsewhere in Europe , Philips was up 4.6 percent after raising its targets for chip sales on Friday .","Elsewhere in Europe , Philips was up 3.8 percent after saying on Friday it was seeing positive developments with its U.S. dollar sales .",0
It may suggest that the exchange give up its regulatory powers .,It has no jurisdiction over his pay but does oversee the exchange 's regulatory powers .,0
"The vulnerability affects Windows NT 4.0 , NT 4.0 Terminal Services Edition , XP and 2000 , as well as Windows Server 2003 .","Microsoft issued a patch for the vulnerability , which affects Windows NT 4.0 , Windows NT 4.0 Terminal Services Edition , Windows 2000 , Windows XP and Windows Server 2003 .",0
The FBI later learned that two of the hijackers had lived near Awadallah in San Diego .,The government charged that Awadallah knew both hijackers when they lived in the San Diego area .,0
""" We need to change old habits and seriously rethink business-as-usual . ""","He urged employees to "" avoid complacency "" and to "" change old habits and seriously rethink business-as-usual . """,0
"The panel said some of NASA 's cameras were obsolete and others no longer have a good view , because of civilian buildings built near them .","Others no longer have a good view , it said , because of civilian buildings built near them .",0
"Wind River also cut costs , reducing first-quarter operating expenses by 28 percent to $ 47.1 million .",Operating expenses fell 28 percent to $ 47.1 million in the first quarter from $ 65.8 million a year earlier .,0
"The broader Standard & Poor 's 500 Index < .SPX > was up 9.69 points , or 0.98 percent , at 994.53 .","The tech-laced Nasdaq Composite Index < .IXIC > gained 18.35 points , or 1.13 percent , to 1,646.02 .",0
Chairman Michael Powell and FCC colleagues at the Wednesday hearing .,FCC chief Michael Powell presides over hearing Monday .,0
"MessageLabs , which runs outsourced e-mail servers for 700,000 customers around the world , said it had filtered out 27,000 infected e-mails in 115 countries as of Thursday morning .","Messagelabs , which runs outsourced e-mail servers for 700,000 customers around the world , has labeled the worm "" high risk "" and reports more than 31,000 infections in 120 countries .",0
""" We think it 's great news , "" Enron spokesman Eric Thode said .",Enron spokesman Eric Thode declined to comment on the mediation order .,0
"Veritas said new customers can buy Bare Metal Restore for $ 900 per Windows client and $ 1,000 per Unix client .","Bare Metal Restore 4.6 will be available in mid-June , said Veritas , and will cost $ 900 per Windows client and $ 1,000 per Unix client .",0
"Officials at Microsoft and Lindon , Utah-based SCO couldn 't be immediately reached for comment .",Microsoft in Europe could not be immediately reached for comment .,0
"She has a boyfriend , too , officials said : Sgt. Ruben Contreras , who sat with her family Tuesday .","She also thanked her boyfriend , Sgt. Ruben Contreras , who was sitting next to the stage .",0
Enron spokesman Eric Thode declined to comment on the mediation order .,""" We think it 's great news , "" said Enron spokesman Eric Thode .",0
"The legislation , which now goes to the full House , would amend the state 's 1988 corporate takeover law .",The state House on Thursday approved legislation intended to clarify Michigan 's corporate takeover law .,0
They said the child was taken to Nassau County Medical Center for observation .,"The boy was taken to Nassau University Medical Center , where staff said he was "" doing okay . """,0
"In the first hour of trading , the Dow Jones industrial average was up 34 points to 9,107 , while the Nasdaq composite index rose 2 points to 1,612 .","The Dow Jones industrial average was up 17 points to 9,090 , while the Nasdaq composite index fell 10 points to 1,601 .",0
"The euro was at 1.5276 versus the Swiss franc , up 0.2 percent on the session , after hitting its highest since mid-2001 around 1.5292 earlier in the session .",The euro was steady versus the Swiss franc after hitting its highest since mid-2001 of 1.5261 earlier in the session .,0
But it is clear that the Joint Intelligence Committee was not involved .,This report was cleared by the Joint Intelligence Committee .,0
"PFP Legislator Kao Ming-chien ( ) , the fifth Taiwanese expert invited by the WHO to join the conference , will arrive in Malaysia today .","Kao , the fifth Taiwanese expert invited by the WHO to attend the conference , however , was absent from the delegation .",0
SARS or severe acute respiratory syndrome emerged in November last year .,"Severe Acute Respiratory Syndrome has infected 8459 people , 805 of whom died .",0
"Negotiators talked with the boy for more than an hour , and SWAT officers surrounded the classroom , Bragdon said .","Officers talked with the boy for about an hour and a half , Bragdon said .",0
""" There are some who feel that if they attack us , we may decide to leave prematurely , "" Mr Bush said at the White House .",""" There are some who feel like conditions are such that they can attack us there , "" Bush told reporters at the White House on Wednesday .",0
"That fire , the largest wildfire in state history , charred 469,000 acres and destroyed 491 homes in surrounding communities .","That fire devastated timber on the reservation , while charring 469,000 acres and destroying 491 homes in surrounding communities .",0
"He said that President Bush 's proposed Clean Air Act amendment , called the Clear Skies Initiative , would result in greater efficiency and therefore less pollution .","He said that by allowing power companies more flexibility , the Clear Skies Initiative would result in greater efficiency and therefore less pollution .",0
"Gates dismissed the challenge from open-source programs such as Linux , which is gaining adherents in the public and private sectors .","But Gates dismissed the challenge coming from open-source programs , including those written for operating systems such as Linux .",0
"The appeal came as NATO was preparing to the take command of the 5,000 strong International Security Assistance Force ( ISAF ) on Monday .",The North Atlantic Treaty Organisation on Monday assumes command of the 4.600-strong International Security Assistance Force ( ISAF ) which is helping with security and reconstruction in the Afghan capital .,0
After the war she spent three years in custody but tribunals cleared her of any wrongdoing .,"After the war , she spent three years under Allied arrest .",0
""" There 's nothing we can do to stop "" the water flow , Stegman said .",""" Right now , there is nothing we can do , "" Stegman said .",0
Late last month Microsoft restricted access to its MSN Messenger network .,Microsoft last month said it is updating its MSN Messenger service in October .,0
Bolivia 's army fought to stop columns of protesters from streaming into the food-starved capital on Wednesday as a popular uprising against the president spread .,"Bolivia 's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on Wednesday , leaving two dead as a popular uprising against the President spread .",0
"They include two Kuwaitis and six Palestinians with Jordanian passports with the remainder Iraqis and Saudis , the official said .","Two Kuwaitis and six Palestinians with Jordanian passports were among the suspects , the official said .",0
"Johnson and four other protesters were arrested soon afterward for blocking the roadway , a state misdemeanor .","Johnson and four other protesters , ages 69 to 86 , were arrested for blocking the roadway .",0
"Overall control will be wielded by a national security council , headed by Mr Arafat .",The other six security agencies will report to a National Security Council headed by Arafat .,0
"But JT was careful to clarify that it was "" not certain about the outcome of the discussion at this moment . """,""" However , we are not certain about the outcome of the discussion at this moment . """,0
"Costner plays Charlie Waite , a cowboy with a violent past .","In "" Open Range , "" Costner plays a cowboy who works with cattleman Robert Duvall .",0
You can reach her at ( 248 ) 647-7221 or send e-mail to lberman @ detnews.com.,You can reach George Hunter at ( 313 ) 222-2027 or ghunter @ detnews.com.,0
"Lee , 33 , told the newspaper that the girl had dragged the food , toys and other things into her mother 's bedroom , where he found her .","Lee , 33 , said the girl had dragged the food , toys and other things into her mother 's bedroom .",0
"Sirius recently began carrying National Public Radio , a deal pooh-poohed by XM because it doesn 't include popular shows like "" All Things Considered "" and "" Morning Edition . ""","Sirius carries National Public Radio , although it doesn 't include popular shows such as "" All Things Considered "" and "" Morning Edition . """,0
"At the hearing yesterday , High Court Judge Frank Kapanda ordered the men immediately released on bail , evidently unaware they had already left the country .","At a hearing Wednesday morning , High Court Judge Frank Kapanda ordered the men released on bail immediately .",0
"Lt. Scotty Smither , a county firefighter , was struck by lightning .","A county firefighter , was struck by lightning and was in stable condition at Frankfort Regional Medical Center .",0
""" The flu season has had an earlier onset than we 've seen in many years , "" said Julie Gerberding , director of the Centers for Disease Control and Prevention in Atlanta .","We 're seeing some very high levels of widespread flu infections in some places , "" said Dr. Julie Gerberding , director of the federal Centers for Disease Control and Prevention .",0
"Gold 's rise pulled other precious metals higher , shunting silver to $ 4.81 / 83 an ounce from $ 4.77 / 79 last quoted in New York .","Gold 's bounce pulled other precious metals higher , sending silver to $ 4.83 / 85 an ounce from $ 4.80 / 82 last quoted in New York .",0
"The tech-heavy Nasdaq Stock Markets composite index added 14.17 points or 0.94 per cent to 1,517.05 .","The Nasdaq Composite index , full of technology stocks , was lately up around 18 points .",0
"Jim Eisenbrandt , Wittig 's attorney , also was not available for comment immediately ; his secretary said he was reviewing the report .","A secretary for James Eisenbrandt , Wittig 's attorney , said Eisenbrandt was reviewing the report this morning .",0
"British ministers have been asked to explain why they gave undue prominence to the claim that Saddam Hussein could deploy chemical or biological weapons "" within 45 minutes "" .","Ahead of the war , Blair cited British intelligence information that Saddam Hussein could deploy deadly chemical and biological weapons within 45 minutes .",0
Staff writers Selwyn Crawford and Colleen McCain Nelson and Brian Anderson of DallasNews.com contributed to this report .,Staff writers Brandon Formby and Colleen McCain Nelson contributed to this report .,0
"Government bonds sold off sharply after Greenspan told Congress on Tuesday that the U.S. economy "" could very well be embarking on a period of extended growth "" .","Greenspan told Congress on Tuesday the U.S. economy "" could very well be embarking on a period of sustained growth "" .",0
"Shares of Mandalay closed down eight cents to $ 29.42 , before the earnings were announced .",Shares of Mandalay closed down 8 cents at $ 29.42 Thursday .,0
"Three each came from Africa , Asia and Latin America .","But 62 % of Catholics live in Africa , Asia and Latin America .",0
"Muhammad will stand trial for the Oct. 9 slaying of Dean Harold Meyers , 53 .","Muhammad , 42 , is charged in the Oct. 9 slaying of Dean H. Meyers , 53 , at a gas station in Manassas .",0
"Poland has finished assembling a 9,200-strong multinational stabilisation force it will command in central and southern Iraq , Defence Minister Jerzy Szmajdzinski said on Wednesday .","The advance guard of the 9,200-strong multinational stabilization force Poland will command in central and southern Iraq left Wednesday on the country 's biggest military mission in nearly 60 years .",0
"The broader Standard & Poor 's 500 Index .SPX ended up 1.03 points , or 0.10 percent , at 998.51 , ending at its highest since late June 2002 .","The broader Standard & Poor 's 500 Index .SPX was off 1.67 points , or 0.17 percent , at 995.81 .",0
"Shares in Tellabs were up 16 cents , or 2.2 percent , at $ 7.34 in morning trading on Nasdaq .","Shares in Tellabs , after initially rising , were unchanged at $ 7.18 on Nasdaq shortly after midday .",0
Columbine gunman Dylan Klebold is shown firing a sawed-off shotgun in a video tape released by the Jefferson County Sheriff 's Department .,Harris also appears in the tape released Wednesday by the Jefferson County Sheriff 's Office .,0
"The yield fell 2 basis points to 1.41 percent , after reaching 1.4 percent on May 8 , the lowest since March 12 .","The yield fell 7 basis points to 3.61 percent , the lowest since March 12 and within 7 basis points of a 45-year low .",0
"Excluding the impact of accounting changes , Ford would have earned 13 cents a share .","Excluding the $ 56 million charge and the accounting change , Ford 's third-quarter earnings amounted to 15 cents a share .",0
State health officials said Monday a young northeast Kansas woman likely has the state 's first case of monkeypox among humans or animals .,Health officials confirmed Tuesday that a northeast Kansas woman has the state 's first case of monkeypox and the first case west of the Mississippi River .,0
""" It 's hard to believe that we live in a society where parents wouldn 't be notified of an abortion , which is a very profound decision . """,""" It 's hard to imagine we live in a society where parents wouldn 't be notified of an abortion , "" Bush said .",0
"After hours of debate , the Senate passed the reform package 32-4 .","The House passed the bill 87-26 after the Senate approved it , 32-4 .",0
"Harry Potter and the Order of the Phoenix , by J.K. Rowling , Scholastic , 870 pages , $ 29.99 .","In ' ' The Order of the Phoenix , ' ' Harry is 15 , and fully a teenager at last .",0
"Also Thursday , the NYSE 's board elected six new directors _ three non-industry representatives and three industry representatives .","Also Thursday , the NYSE 's board elected six new directors to the board and re-elected six others .",0
"In Lytle Creek Canyon , a 4-foot-high mud flow crossed a road , trapping a car .","In Lytle Creek Canyon , the rain caused several mudslides , including a 4-foot-high flow across a road that trapped a car .",0
Peter Lyman and Hal Varian of Berkeley 's School of Information Management and Systems say that information production has increased by 30 percent each year between 1999 and 2002 .,"That task appealed to two masters of the megabyte , Peter Lyman and Hal Varian , professors at the University of California-Berkeley 's School of Information Management and Systems .",0
"Smackdown , first organized by WWE , registered more than 400,000 voters for the 2000 presidential election .","Since the election , the group has registered more than 400,000 voters .",0
"The technology-laced Nasdaq Composite Index .IXIC climbed 19.11 points , or 1.2 percent , to 1,615.02 .","The Standard & Poor 's 500 Index .SPX gained 13.68 points , or 1.42 percent , at 977.27 .",0
""" Michael is innocent , "" Jackson 's mother , Katherine , said in a written statement .",""" Michael Jackson is unequivocally and absolutely innocent of these charges , "" Geragos said .",0
"U.S. President George W. Bush said "" the nation lost a great citizen "" with Hope 's death .",""" The nation lost a great citizen , "" U.S. President George W. Bush said Monday .",0
"The manufacturers include Fujitsu Ltd . , Mitsubishi Electric Corp. , Motorola Japan Ltd . , NEC Corp. , Panasonic Mobile Communications Co . Ltd . , and Sharp Corp.","Companies expected to benefit from the funds are Fujitsu Ltd . , Mitsubishi Electric Corp. , Motorola Japan Ltd . , NEC Corp. , Panasonic Mobile Communications Co . Ltd. and Sharp Corp.",0
The euro rose as high as $ 1.1535 -- a fresh four-year high -- in early Asian trading before standing at $ 1.1525 / 30 .,"Against the dollar , the euro rose as high as $ 1.1535 -- a fresh four-year high -- in morning trade before standing at $ 1.1518 / 23 at 0215 GMT .",0
"For Kathy Nicolo ( Jennifer Connelly ) , the house means stability and family .",Kathy Nicolo ( Jennifer Connelly ) is desperate that her family not find out that her life has fallen apart .,0
Only 12 of the last 30 attempts to reach Mars have succeeded ( two are in transit ) .,"Of about 30 attempts to reach Mars , only 12 missions have succeeded .",0
"Lucent 's stock shed 6 cents , or 2.7 percent , to close at $ 2.15 after heavy trading on the New York Stock Exchange on Friday .",Lucent 's stock was up a penny at $ 2.22 in heavy trading on the New York Stock Exchange on Friday afternoon .,0
"On Hebert 's body were his wallet , driver license and cell phone , its batteries drained , Tracy said .","He was identified by his driver 's license and cell phone , Utah County Sheriff Jim Tracy said .",0
"Elsewhere in the diary , Truman showed a more familiar side , colorful and outspoken in his disdain for life in the White House .","History aside , the diary reveals a colorful , witty , introspective and irreverent president outspoken in his disdain for life in the White House .",0
"Authorities in Alabama said the passage of time , and the transfer or retirement of some investigators , has not hurt their case .","Meantime , federal authorities in Alabama said the passage of time has not hurt their case against Rudolph .",0
"The victim , who was also not identified , was taken to Kings County Hospital in critical condition .","The shooting victim was taken to Kings County Hospital Center , where he later died , the police said .",0
"Daniel C. Clark and James Hargadon ; a former priest , Bruce Ewing ; and two teachers are awaiting trial .","Two other priests , the Revs Daniel C Clark and James Hargadon , and a former priest , Bruce Ewing , are awaiting trial .",0
"A senior air force official and a member of parliament were also on board , state radio report said .","A senior air force official and a member of Parliament also died in the crash , it said .",0
"Shares of Tampa-based Outback Steakhouse Inc. closed at $ 44.50 , up $ 1.78 , or 4.2 percent , on the New York Stock Exchange .","Shares of the Oak Brook , Ill.-based hamburger giant closed at $ 24.60 , up 51 cents , or 2.1 percent , on the New York Stock Exchange .",0
""" At that time I didn 't agree , because the people who will be the victims are schoolchildren and security , "" he says .","In a generous gesture of uncharacteristic compassion , Samudra claims : "" At that time I didn 't agree because the people who will be the victims are schoolchildren "" .",0
Tamil parties blame the Liberation Tigers of Tamil Eelam ( LTTE ) for these killings .,The government wanted to revive talks with the Liberation Tigers of Tamil Eelam ( LTTE ) to discuss the interim structure .,0
"On Monday , one American soldier was killed and another was wounded when their convoy was ambushed in northern Iraq .","On Sunday , a U.S. soldier was killed and another injured in southern Iraq when a munitions dump exploded .",0
Maria de Jesus Quiej Alvarez and Maria de Teresa Quiej Alvarez did not leave the private jet during a stop for customs inspection at Brown Field .,Maria de Jesus Quiej Alvarez and Maria de Teresa Quiej Alvarez arrived at the airport in separate ambulances .,0
""" They were brutally beaten , and it 's really a wonder that Porchia is the only deceased in this case . """,""" It 's a wonder that Porchia was the only deceased in this case , "" Sax added .",0
At least 13 of the affected flights were scheduled out of Atlanta .,At least 13 flights out of Atlanta were listed as canceled .,0
The blaze was only 5 percent contained early Monday .,"The blaze , started by lightning June 6 , is considered 95 percent contained .",0
The Supreme Court agreed Monday in Illinois vs. Telemarketing Associates .,"The case decided Monday centered around an Illinois fund-raiser , Telemarketing Associates .",0
"The technology-laced Nasdaq Composite Index .IXIC inched down 1 point , or 0.11 percent , to 1,650 .","The broad Standard & Poor 's 500 Index .SPX inched up 3 points , or 0.32 percent , to 970 .",0
"The technology-laced Nasdaq Composite Index < .IXIC > declined 16.68 points , or 1.01 percent , at 1,636.94 .","The broader Standard & Poor 's 500 Index .SPX eased 7.57 points , or 0.76 percent , at 990.94 .",0
"Strong spokeswoman Stephanie Truog said , "" We are in the process of a thorough internal review with the assistance of outside professionals .","Strong Financial released a statement Wednesday night : "" We are in the process of a thorough internal review .",0
AMD had revenue of $ 715 million and a loss of 42 cents a share during the March quarter .,Analysts surveyed by First Call were expecting sales of $ 723 million and a loss of 28 cents a share .,0
Justice Anthony M. Kennedy also dissented from the dismissal .,"Justices Anthony Kennedy , Sandra Day O 'Connor and Stephen Breyer dissented .",0
"She countersued for $ 125 million , saying Gruner & Jahr broke its contract with her by cutting her out of key editorial decisions .","She countersued for $ 125 million , saying G + J broke its contract with her by cutting her out of key editorial decisions and manipulated the magazine 's financial figures .",0
"With the government grant added in , the airline earned $ 246 million , or 30 cents a share .","That was more than double the $ 102 million , or 13 cents a share , for the year-earlier quarter .",0
The Commerce Commission would have been a significant hurdle for such a deal .,The New Zealand Commerce Commission had given Westpac no indication whether it would have approved its deal .,0
"On Saturday , the International Committee of the Red Cross said it was temporarily closing its offices in Baghdad and Basra .","The International Committee of the Red Cross , fearful for the safety of its staff operating in Iraq , announced it was temporarily shutting its offices in Baghdad and Basra .",0
Janice Kelly said her husband had received assurances from senior MoD officials that his name would not be made public .,She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public .,0
"Advancers outnumbered decliners 1,821 to 1,199 on the New York Stock Exchange on volume of just over 480 million shares .",Advancing issues outnumbered decliners by a 4-to-3 ratio on the New York Stock Exchange .,0
Most other potential buyers are interested only in cherry-picking the most attractive assets .,Other potential suitors are not interested in acquiring only the music business .,0
""" Generally unwanted - and often pornographic or with fraudulent intent - spam is a nuisance and a distraction , "" Gates writes , warming us up for the punchline .","Generally unwanted — and often pornographic or with fraudulent intent — spam is a nuisance and a distraction , "" Gates writes .",0
"No charges were announced , but the statement said legal proceedings were expected Monday .",An FBI statement said legal proceedings were expected Monday in federal court in Baltimore .,0
"He was a close associate of Sept . 11 mastermind Khalid Shaikh Mohammed , "" Bush said .",""" He 's a known killer who was a close associate of Sept . 11 mastermind Khalid Shaikh Mohammed .",0
Some analysts estimate sales of Xolair could reach $ 260 million by 2006 and $ 750 million by 2008 .,Analysts estimate peak annual U.S. sales of Xolair will top $ 200 million .,0
"The highly integrated amplifiers for driving microphone and speakers , the part requires only minimal external components .","With integrated amplifiers for driving microphone and speakers , BlueCore3-Multimedia is available in LFBGA package .",0
U.S. Agriculture Secretary Ann Veneman said she will send a U.S. technical team to Canada to assist in the situation .,"U.S. Agriculture Secretary Ann Veneman , who announced yesterday 's ban , also said Washington would send a technical team to Canada to assist in the Canadian situation .",0
"Oracle shares fell 27 cents , or 2 percent , to $ 13.09 .","Oracle shares also rose on the news , up 15 cents to $ 13.51 on the Nasdaq .",0
"Authorities in Ohio , Indiana and Michigan have searched for the bodies .","So far , authorities also have searched areas in Pennsylvania , Ohio , Indiana , and Michigan .",0
"Excluding autos , retail sales rose by 0.3 % in September , lower than a forecast rise of 0.5 % .",Retail sales fell 0.2 percent overall in September compared to forecasts of a 0.1 percent dip .,0
"Earlier this month , RIM had said it expected to report second-quarter earnings of between 7 cents and 11 cents a share .",Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share .,0
"In court , Stewart briefly waved to courtroom sketch artists seated in the jury box .",Stewart waved to courtroom sketch artists seated in the jury box and took notes in a spiral-bound notebook during the hearing .,0
The US Senate judiciary committee overcame a significant hurdle yesterday in the battle to create a trust fund to pay victims of asbestos exposure .,The Senate judiciary committee on Tuesday overcame a significant hurdle in the battle to create a trust fund to pay victims of asbestos exposure but the most difficult obstacles remain .,0
"In 2002 , the West Nile virus infected 4,000 people and took 284 lives in the United States .","In contrast , he said , West Nile virus made 4,156 people ill and killed 284 in the United States and Canada last year .",0
"Enron 's 401 ( k ) plan covered about 20,000 workers , retirees and beneficiaries .",Enron 's stock comprised as much as 61 % of the workers ' 401 ( k ) portfolios .,0
Webster Police Chief Gerald Pickering said the victims appeared to be customers of the bank .,"One of the shooting victims died , according to Webster Police Chief Gerald Pickering .",0
The Taiwan Stock Exchange will ask the Securities and Futures Commission ( SFC ) to suspend trading in Mosel shares .,A request for a two-month extension was denied and the Taiwan Stock Exchange is to ask the Securities and Futures Commission ( SFC ) to suspend trading in Mosel shares .,0
"All three had criminal records for stealing cattle , the statement said .",It said they all had criminal records for stealing cattle and Lamas was twice imprisoned for armed robbery .,0
"In its quarter ended May 30 , Adobe earned $ 64.25 million , or 27 cents a share .","That was up from the year-ago quarter , when the company earned $ 54.3 million , or 22 cents a share .",0
"I thought things went a bit overboard but I prefer to leave it on the field , "" Sarwan said .",""" A lot of things ( were said ) , but I 'd prefer to leave it on the field , "" he said .",0
"Sentenced to 20 years to life , she was granted parole last month despite the opposition of relatives , friends and colleagues of the slain men .","Boudin , 60 , a former Weather Underground member , was granted parole last month despite heavy opposition by relatives , friends , and colleagues of the slain men .",0
"Energy prices dropped by 8.6 percent , the biggest decline since July 1986 .","Excluding food and energy prices , the PPI fell 0.9 per cent , the biggest drop since August 1993 .",0
"Authorities said the informant , an inmate named Richard Powell who is imprisoned for killing his landlady in 1982 , led a team to the spot .","Authorities identified the tipster as Richard Powell , who is imprisoned for killing his landlady in 1982 .",0
